id,paper_id,primers,longitude,latitude,continent,sample_type,ITS1_extracted,ITS2_extracted,ITS_total,Biome,MAT,MAP,pH,year_start,year_end,year_of_sampling,manipulated
30113,Samonil_2020_GB,gITS7/ITS4,14.7087,48.6647,Europe,soil,0,29252,29252,forest,6.6,812,4.6,2015,2015,2015,FALSE
30120,Lepinay_2021_SO,gITS7/ITS4,16.9478,48.6794,Europe,deadwood,0,11638,11638,forest,10.4,539,5.18,2016,2016,2016,FALSE
30125,Goldmann_2015_EA26,ITS1F/ITS4,13.9172,52.8624,Europe,soil,1500,2716,4216,forest,9,617,3.39,2011,2011,2011,FALSE
30133,Polackova_2016_KRTINY,gITS7/ITS4,16.7457,49.3021,Europe,litter,0,10720,10720,forest,8.3,570,5.17,2013,2013,2013,FALSE
30136,Grau_2019_B3C6,fITS7/ITS4,1.07679,42.5913,Europe,soil,0,24303,24303,shrubland,5.4,847,6.24,2013,2013,2013,FALSE
30153,Polackova_2016_KRTINY,gITS7/ITS4,16.6163,49.2964,Europe,soil,0,12846,12846,forest,8.4,643,4.93,2013,2013,2013,FALSE
30158,Froeslev_2019_CA74,gITS7/ITS4,12.2721,55.9569,Europe,soil,0,24799,24799,forest,8.3,641,3.944982583,2014,2014,2014,FALSE
30160,Grau_2019_B3C6,fITS7/ITS4,1.07352,42.5923,Europe,soil,0,23389,23389,shrubland,3.4,883,6.59,2013,2013,2013,FALSE
30171,Ramirez_2019_D0B2,fITS9/ITS4,19.2875,42.4644,Europe,root + rhizosphere soil,0,22456,22456,grassland,15.1,1497,8.25,2014,2014,2014,FALSE
30176,Boeraeve_2021_II,ITS86F/ITS4,4.4178,50.7422,Europe,soil,0,22557,22557,forest,9.9,894,4.368,2019,2019,2019,FALSE
30181,Merges_2018_DD53,ITS3_KYO2/ITS4_KYO3,9.85303,46.7346,Europe,soil,0,14660,14660,forest,0.8,1044,3.81,2015,2015,2015,FALSE
30182,Merges_2018_DD53,ITS3_KYO2/ITS4_KYO3,9.90224,46.8008,Europe,soil,0,14952,14952,forest,1.2,1118,4.12,2015,2015,2015,FALSE
30183,Boeraeve_2021_II,ITS86F/ITS4,4.4203,50.7509,Europe,soil,0,9092,9092,forest,10,861,4.409,2019,2019,2019,FALSE
30190,Ramirez_2019_D0B2,fITS9/ITS4,15.6517,46.1119,Europe,root + rhizosphere soil,0,3462,3462,grassland,11.1,1078,7.78,2014,2014,2014,FALSE
30191,Ramirez_2019_D0B2,fITS9/ITS4,13.635,48.3425,Europe,root + rhizosphere soil,0,10979,10979,grassland,9.4,1035,6.96,2014,2014,2014,FALSE
30209,Dini-Andreote_2016_FP,ITS1F/ITS2,6.2725,53.4936,Europe,soil,637,0,637,wetland,9.8,802,7.4,2012,2012,2012,FALSE
30223,Schmidt_2013_ED26,ITS1FI2/ITS2,8.39958,50.0074,Europe,soil,21287,0,21287,grassland,10.6,642,6.9,2012,2012,2012,FALSE
30233,Leon-Sanchez_2018_mEH,ITS1F/ITS4,-3.53333,40.0333,Europe,root + rhizosphere soil,3264,13,3277,shrubland,15.8,398,7,2014,2014,2014,FALSE
30234,Mundra_2015_315E,ITS5/ITS2,12.06,78.91,Europe,root,2934,0,2934,tundra,-5.2,394,7,0,0,NA_,FALSE
30236,Mundra_2015_315E,ITS5/ITS2,12.06,78.91,Europe,root,4694,0,4694,tundra,-5.2,394,7.1,0,0,NA_,FALSE
30237,Mundra_2015_315E,ITS5/ITS2,12.06,78.91,Europe,root,2397,0,2397,tundra,-5.2,394,7.1,0,0,NA_,FALSE
30238,Mundra_2015_315E,ITS5/ITS2,12.06,78.91,Europe,root,3397,0,3397,tundra,-5.2,394,7,0,0,NA_,FALSE
30286,Boeraeve_2021_II,ITS86F/ITS4,4.5295,50.8135,Europe,root,0,23852,23852,forest,10.1,781,4.379,2019,2019,2019,FALSE
30287,Ramirez_2019_D0B2,fITS9/ITS4,14.3453,48.56,Europe,root + rhizosphere soil,0,5749,5749,grassland,7.6,649,7.54,2014,2014,2014,FALSE
30301,van_der_Wal_2017_3070,fITS9/ITS4,5.63,52.25,Europe,soil,0,8935,8935,forest,9.9,915,4,2016,2016,2016,FALSE
30304,Mirmajlessi_2018_765D,ITS1F/ITS2,26.8,58.4,Europe,soil,0,36472,36472,cropland,5.6,651,6.35,2015,2015,2015,FALSE
30308,Vasutova_2017_3070,ITS1/ITS4,15.7081,50.7191,Europe,soil,4169,174,4343,forest,2.4,1095,3.56,2013,2013,2013,FALSE
30310,Vasutova_2017_3070,ITS1/ITS4,15.7678,50.7394,Europe,soil,5506,368,5874,forest,2.2,1008,3.53,2013,2013,2013,FALSE
30321,Ramirez_2019_D0B2,fITS9/ITS4,5.89222,51.9839,Europe,soil,0,1439,1439,grassland,10,844,6.59,2014,2014,2014,FALSE
30322,Ramirez_2019_D0B2,fITS9/ITS4,23.2006,41.6661,Europe,soil,0,4400,4400,grassland,14,471,7.56,2014,2014,2014,FALSE
30324,Perez-Valera_2018_JX,ITS1F/ITS4,-0.31297,38.9158,Europe,soil,5590,125,5715,shrubland,17.2,538,7.3,2014,2014,2014,FALSE
30327,Froeslev_2019_CA74,gITS7/ITS4,8.87482,57.0449,Europe,soil,0,9926,9926,grassland,8.5,795,4.834952618,2014,2014,2014,FALSE
30332,Merges_2018_DD53,ITS3_KYO2/ITS4_KYO3,9.91186,46.8028,Europe,soil,0,10896,10896,forest,0.2,1220,3.99,2015,2015,2015,FALSE
30333,Merges_2018_DD53,ITS3_KYO2/ITS4_KYO3,9.85449,46.7352,Europe,soil,0,19590,19590,forest,0.8,1044,4.33,2015,2015,2015,FALSE
30334,Poosakkannu_2017_B342,fITS7/ITS4,24.7036,68.4878,Europe,rhizosphere soil,0,5657,5657,desert,-0.4,411,6.1,2011,2011,2011,FALSE
30336,Odriozola_2021_QY,gITS7/ITS4,13.4403,48.9915,Europe,root,0,10459,10459,forest,4.5,1238,3.86,2016,2016,2016,FALSE
30338,Froeslev_2019_CA74,gITS7/ITS4,10.2477,55.1229,Europe,soil,0,33754,33754,forest,8.6,715,4.499675273,2014,2014,2014,FALSE
30342,Goldmann_2015_EA26,ITS1F/ITS4,9.37138,48.3727,Europe,soil,2033,2824,4857,forest,7.7,823,5.07,2011,2011,2011,FALSE
30344,Sapkota_2018_119A,ITS1F/58A2R,9.32383,56.395,Europe,soil,4553,0,4553,cropland,8.2,692,5.9,2013,2013,2013,FALSE
30345,Odriozola_2020_GA,gITS7/ITS4,16.7205,49.281,Europe,soil,0,6439,6439,forest,8,642,4.61,2014,2014,2014,FALSE
30347,Vasutova_2021_b815,gITS7/ITS4,15.3284,50.8273,Europe,shoot,0,8519,8519,wetland,4.9,927,4.35,2016,2016,2016,FALSE
30355,Tedersoo_2014_B9DD,ITS3/ITS4,14.0158,37.8747,Europe,soil,0,5668,5668,forest,8.7,738,5.03,2011,2011,2011,FALSE
30360,Grau_2019_B3C6,fITS7/ITS4,0.837421,42.6679,Europe,soil,0,32163,32163,shrubland,4.6,1219,4.725,2013,2013,2013,FALSE
30364,Boeraeve_2019_1AJ,ITS86F/ITS4,4.93623,50.8513,Europe,soil,0,16112,16112,forest,10.5,731,3.814,2018,2018,2018,FALSE
30373,FelipeLucia_2020_QA,fITS7/ITS4,9.44732,48.3976,Europe,soil,0,39768,39768,grassland,7.6,990,5.85,2011,2011,2011,FALSE
30374,Bahram_2020_AZ,ITS9MUNngs/ITS4ngsUni,22.8434,58.58,Europe,soil,1982,1861,3843,forest,6.8,602,6.08,2015,2015,2015,FALSE
30376,Ramirez_2019_D0B2,fITS9/ITS4,8.59462,50.3098,Europe,soil,0,9360,9360,grassland,8.7,821,6.56,2014,2014,2014,FALSE
30388,Odriozola_2021_QY,gITS7/ITS4,13.441,49.1047,Europe,soil,0,19499,19499,forest,6.4,891,3.88,2016,2016,2016,FALSE
30391,van_der_Wal_2017_3070,fITS9/ITS4,5.63,52.25,Europe,deadwood,0,12312,12312,forest,9.9,915,4,2016,2016,2016,FALSE
30393,Baldrian_2016_DE02,gITS7/ITS4,14.7057,48.6671,Europe,deadwood,0,6928,6928,forest,6.9,760,4.88,2013,2013,2013,FALSE
30395,Ramirez_2019_D0B2,fITS9/ITS4,15.6414,46.1208,Europe,root + rhizosphere soil,0,5796,5796,grassland,11.1,1035,6.55,2014,2014,2014,FALSE
30397,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,29663,29663,forest,1.6,512,4.825,2017,2017,2017,FALSE
30398,Mikryukov_2021_SP,fITS7/ITS4,59.827,56.85,Asia,litter,0,9479,9479,forest,1.7,519,5.005,2017,2017,2017,FALSE
30399,Merges_2018_DD53,ITS3_KYO2/ITS4_KYO3,9.9048,46.802,Europe,soil,0,21888,21888,forest,1.2,1118,4.65,2015,2015,2015,FALSE
30400,Merges_2018_DD53,ITS3_KYO2/ITS4_KYO3,9.85579,46.7354,Europe,soil,0,19230,19230,forest,0.8,1044,3.74,2015,2015,2015,FALSE
30402,Lepinay_2021_PM,gITS7/ITS4,18.4177,49.4011,Europe,deadwood,0,1014,1014,forest,6.1,1023,3.86,2014,2014,2014,FALSE
30410,Polackova_2016_KRTINY,gITS7/ITS4,16.7706,49.3056,Europe,soil,0,4012,4012,forest,7.8,646,4.14,2013,2013,2013,FALSE
30411,Polackova_2016_KRTINY,gITS7/ITS4,16.6488,49.2616,Europe,litter,0,11763,11763,forest,8.8,558,5.91,2013,2013,2013,FALSE
30412,Lanzen_2016_CCBC,ITS1F/ITS2,0.0771412,42.6276,Europe,soil,128370,0,128370,grassland,3.8,1172,5.26,2013,2013,2013,FALSE
30424,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,deadwood,0,49501,49501,forest,1.6,512,4.175,2017,2017,2017,FALSE
30426,Ramirez_2019_D0B2,fITS9/ITS4,5.80833,52.1083,Europe,root + rhizosphere soil,0,11599,11599,grassland,10,831,7.77,2014,2014,2014,FALSE
30433,Merges_2018_DD53,ITS3_KYO2/ITS4_KYO3,9.90118,46.8003,Europe,soil,0,17226,17226,forest,1.2,1118,3.77,2015,2015,2015,FALSE
30444,Alzarhani_2019_add,ITS1F/ITS2,0.940407,51.6922,Europe,root,36354,0,36354,aquatic,10.7,529,7.6,2013,2013,2013,FALSE
30449,Boeraeve_2021_II,ITS86F/ITS4,4.4592,50.8133,Europe,soil,0,20011,20011,forest,10.1,852,4.418,2019,2019,2019,FALSE
30460,Polackova_2016_KRTINY,gITS7/ITS4,16.6451,49.2559,Europe,soil,0,4115,4115,forest,9,544,5.74,2013,2013,2013,FALSE
30462,Froeslev_2019_CA74,gITS7/ITS4,8.1287,56.3135,Europe,soil,0,27466,27466,grassland,8.7,830,4.5539123,2014,2014,2014,FALSE
30470,Vasutova_2021_b815,gITS7/ITS4,15.2312,50.8327,Europe,soil,0,17559,17559,wetland,4.3,1081,4.68,2016,2016,2016,FALSE
30478,Perez-Valera_2018_JX,ITS1F/ITS4,-0.841896,39.5901,Europe,soil,17872,57,17929,shrubland,16,435,8,2014,2014,2014,FALSE
30482,Froeslev_2019_CA74,gITS7/ITS4,12.2702,55.0399,Europe,soil,0,34490,34490,grassland,8.7,591,4.320140217,2014,2014,2014,FALSE
30483,Ramirez_2019_D0B2,fITS9/ITS4,13.4575,48.5222,Europe,soil,0,2647,2647,grassland,9.8,790,8.15,2014,2014,2014,FALSE
30490,Glynou_2018_445A,ITS1F/ITS4,-4.25,42.81,Europe,root,38391,0,38391,grassland,10.2,718,6.61,2013,2013,2013,FALSE
30495,Perez-Valera_2018_JX,ITS1F/ITS4,-0.514846,39.9308,Europe,soil,6057,94,6151,shrubland,14.7,420,7.6,2014,2014,2014,FALSE
30496,Elliott_2015_7CC2,ITS1F/ITS3,-1.86009,53.5368,Europe,soil,3281,66,3347,grassland,6.8,1244,3.936667,2010,2010,2010,FALSE
30499,Leon-Sanchez_2018_mEH,ITS1F/ITS4,-3.53333,40.0333,Europe,root + rhizosphere soil,1964,6,1970,shrubland,15.8,398,7,2014,2014,2014,TRUE
30500,Sapkota_2018_119A,ITS1F/58A2R,9.39189,56.1893,Europe,soil,3976,0,3976,cropland,8,787,5.5,2014,2014,2014,FALSE
30513,Sapkota_2018_119A,ITS1F/58A2R,9.2086,56.3987,Europe,soil,2187,0,2187,cropland,8.1,761,5.7,2013,2013,2013,FALSE
30519,Leon-Sanchez_2018_mEH,ITS1F/ITS4,-3.53333,40.0333,Europe,root + rhizosphere soil,5883,46,5929,shrubland,15.8,398,7,2014,2014,2014,TRUE
30523,Sapkota_2018_119A,ITS1F/58A2R,9.36627,56.3741,Europe,soil,2632,0,2632,cropland,8.1,709,6,2014,2014,2014,FALSE
30533,Perez-Valera_2018_JX,ITS1F/ITS4,-0.213579,38.8145,Europe,soil,16145,266,16411,shrubland,14.5,700,7,2014,2014,2014,FALSE
30537,Sapkota_2018_119A,ITS1F/58A2R,9.3891,56.1874,Europe,soil,2937,0,2937,cropland,8,777,6,2014,2014,2014,FALSE
30543,Sapkota_2018_119A,ITS1F/58A2R,9.39494,56.3342,Europe,soil,4832,0,4832,cropland,8.2,695,6.2,2013,2013,2013,FALSE
30546,Leon-Sanchez_2018_mEH,ITS1F/ITS4,-3.53333,40.0333,Europe,root + rhizosphere soil,1946,48,1994,shrubland,15.8,398,7,2014,2014,2014,TRUE
30549,Perez-Valera_2018_JX,ITS1F/ITS4,-0.599892,39.8121,Europe,soil,6906,58,6964,shrubland,13.3,480,7.9,2014,2014,2014,FALSE
30555,Bahram_2020_AZ,ITS9MUNngs/ITS4ngsUni,27.0456,58.2889,Europe,soil,2138,1739,3877,forest,5.8,606,5.74,2014,2014,2014,FALSE
30556,Perez-Valera_2018_JX,ITS1F/ITS4,-0.688596,39.609,Europe,soil,12350,60,12410,shrubland,17.4,402,8,2014,2014,2014,FALSE
30561,Leon-Sanchez_2018_mEH,ITS1F/ITS4,-3.53333,40.0333,Europe,root + rhizosphere soil,5947,25,5972,shrubland,15.8,398,7,2014,2014,2014,TRUE
30566,Leon-Sanchez_2018_mEH,ITS1F/ITS4,-3.53333,40.0333,Europe,root + rhizosphere soil,4887,15,4902,shrubland,15.8,398,7,2014,2014,2014,FALSE
30571,delPilarMartinezDiz_2019_87A2,ITS3_KYO2/ITS4,-2.77389,42.5406,Europe,rhizosphere soil,105809,0,105809,cropland,13,626,8.2,2017,2017,2017,FALSE
30574,Leon-Sanchez_2018_mEH,ITS1F/ITS4,-3.53333,40.0333,Europe,root + rhizosphere soil,4770,1,4771,shrubland,15.8,398,7,2014,2014,2014,TRUE
30584,Thiem_2018_B8AD,ITS1/ITS2,17.6299,53.0242,Europe,root,7634,0,7634,forest,8.5,498,6.1,2015,2015,2015,FALSE
30593,Nacke_2016_8F49,ITS1F/ITS4,10.2387,51.2677,Europe,soil,1669,2263,3932,forest,7.5,778,3.9,2012,2012,2012,FALSE
30604,Ramirez_2019_D0B2,fITS9/ITS4,8.75667,50.2442,Europe,soil,0,1217,1217,grassland,10.3,589,4.1,2014,2014,2014,FALSE
30607,Ramirez_2019_D0B2,fITS9/ITS4,8.615,50.2886,Europe,root + rhizosphere soil,0,3502,3502,grassland,8.5,813,6.2,2014,2014,2014,FALSE
30612,Samonil_2020_GB,gITS7/ITS4,14.7083,48.6653,Europe,litter,0,5438,5438,forest,6.6,812,4.6,2015,2015,2015,FALSE
30621,Marasco_2018_DBE1,ITS3/ITS4,15.774,-23.7323,Africa,soil,0,128058,128058,desert,21.2,114,7.43,2017,2017,2017,FALSE
30627,Perez-Valera_2018_JX,ITS1F/ITS4,-0.230203,38.8568,Europe,soil,16848,392,17240,shrubland,14.8,743,7.3,2014,2014,2014,FALSE
30631,Tedersoo_2014_B9DD,ITS3/ITS4,25.3317,66.6608,Europe,soil,0,3799,3799,forest,0.9,509,3.21,2013,2013,2013,FALSE
30635,Almeida_2018_65FE,gITS7/ITS4,13.1109,56.7009,Europe,soil,0,17214,17214,forest,7,1068,4.05,2014,2014,2014,TRUE
30639,Grau_2019_B3C6,fITS7/ITS4,1.07633,42.591,Europe,soil,0,33427,33427,shrubland,5.4,847,5.965,2013,2013,2013,FALSE
30640,Odriozola_2020_GA,gITS7/ITS4,16.7739,49.3186,Europe,soil,0,16272,16272,forest,7.6,659,5.05,2014,2014,2014,FALSE
30644,Odriozola_2021_QY,gITS7/ITS4,13.5042,48.9684,Europe,root,0,12694,12694,forest,3.7,1341,3.79,2016,2016,2016,FALSE
30645,Odriozola_2021_QY,gITS7/ITS4,13.4537,48.977,Europe,root,0,11373,11373,forest,3.9,1392,3.92,2016,2016,2016,FALSE
30646,Odriozola_2021_QY,gITS7/ITS4,13.4459,49.0126,Europe,root,0,5615,5615,forest,4.8,1124,4.42,2016,2016,2016,FALSE
30650,Santalahti_2018_3794,gITS7/ITS4,29.5833,67.7667,Europe,soil,0,10555,10555,forest,-0.3,538,3.8,2013,2013,2013,FALSE
30658,Nacke_2016_8F49,ITS1F/ITS4,10.2387,51.2677,Europe,soil,6,2251,2257,forest,7.5,778,4,2012,2012,2012,FALSE
30663,Tedersoo_2016_ISME,ITS3/ITS4,27.3174,58.2709,Europe,soil,0,4106,4106,forest,5.8,639,2.79,2011,2011,2011,FALSE
30759,Mikryukov_2021_SP,fITS7/ITS4,59.827,56.85,Asia,litter,0,9902,9902,forest,1.7,519,4.98,2017,2017,2017,FALSE
30761,PradaSalcedo_2021_GT,fITS7/ITS4,26.05,47.29,Europe,soil,0,54468,54468,forest,6.3,704,4.6,2017,2017,2017,FALSE
30767,Froeslev_2019_CA74,gITS7/ITS4,8.91695,57.0507,Europe,soil,0,29043,29043,cropland,8.5,782,5.929359789,2014,2014,2014,FALSE
30769,Dahl_2019_TG,gITS7/ITS4,11.06,47.44,Europe,soil,0,91237,91237,forest,2.3,1377,5.6,2016,2016,2016,FALSE
30773,Glynou_2018_445A,ITS1F/ITS4,-2.56,38.09,Europe,root,25668,0,25668,woodland,11.7,474,7.23,2013,2013,2013,FALSE
30774,Boeraeve_2021_II,ITS86F/ITS4,4.4233,50.7497,Europe,root,0,11056,11056,forest,9.9,894,4.18,2019,2019,2019,FALSE
30775,Boeraeve_2021_II,ITS86F/ITS4,4.4633,50.8133,Europe,root,0,16589,16589,forest,10.1,852,4.337,2019,2019,2019,FALSE
30781,Buee_2009_C0E2,ITS1F/ITS2,4.07889,47.3028,Europe,soil,10829,0,10829,forest,8.8,1217,4.25,2008,2008,2008,FALSE
30782,Vasutova_2021_b815,gITS7/ITS4,15.2312,50.8327,Europe,shoot,0,15316,15316,wetland,4.3,1081,4.68,2016,2016,2016,FALSE
30783,van_der_Wal_2017_2D0D,fITS9/ITS4,5.63,52.25,Europe,deadwood,0,873,873,forest,9.9,915,4,2015,2015,2015,FALSE
30785,Mikryukov_2021_SP,fITS7/ITS4,59.827,56.85,Asia,litter,0,24523,24523,forest,1.7,519,4.98,2017,2017,2017,FALSE
30885,Santalahti_2018_3794,gITS7/ITS4,29.5833,67.7667,Europe,soil,0,6900,6900,forest,-0.3,538,3.8,2013,2013,2013,FALSE
30886,Boeraeve_2019_1AJ,ITS86F/ITS4,4.97515,50.866,Europe,root,0,9881,9881,forest,10.5,738,5.529,2018,2018,2018,FALSE
30890,Bahram_2016_7246,ITS3ngs1 to ITS3ngs11/ITS4ngs,27.0333,58.116,Europe,soil,0,3574,3574,forest,5.6,630,3.41,2012,2012,2012,FALSE
30896,Kamutando_2017_6F2C,ITS1F/ITS4,29.7686,-26.1467,Africa,soil,26876,0,26876,grassland,14.9,748,4.2,2015,2015,2015,FALSE
30898,Voriskova_2014_7B88,ITS1/ITS4,14.6133,50.0939,Europe,soil,1971,0,1971,forest,9,579,3.2,2008,2008,2008,FALSE
30899,Voriskova_2014_7B88,ITS1/ITS4,14.6133,50.0939,Europe,soil,2819,0,2819,forest,9,579,3.6,2007,2007,2007,FALSE
30948,FelipeLucia_2020_QA,fITS7/ITS4,13.7541,52.9514,Europe,soil,0,43169,43169,forest,8.8,620,3.41,2011,2011,2011,FALSE
30953,van_der_Wal_2017_2D0D,fITS9/ITS4,5.63,52.25,Europe,deadwood,0,4756,4756,forest,9.9,915,4,2015,2015,2015,FALSE
30956,Glynou_2018_445A,ITS1F/ITS4,22.72,42.59,Europe,root,30392,0,30392,woodland,10.2,519,7.33,2013,2013,2013,FALSE
30958,Grau_2019_B3C6,fITS7/ITS4,0.835835,42.6672,Europe,soil,0,31767,31767,shrubland,4.6,1219,4.795,2013,2013,2013,FALSE
30968,Martinovic_2021_SN,gITS7/ITS4,16.6881,49.2949,Europe,litter,0,5476,5476,forest,7.9,649,5.04,2017,2017,2017,FALSE
30984,Ramirez_2019_D0B2,fITS9/ITS4,13.9511,45.9853,Europe,soil,0,9059,9059,grassland,9.5,1829,7.08,2014,2014,2014,FALSE
30985,Ramirez_2019_D0B2,fITS9/ITS4,14.0728,46.0147,Europe,soil,0,4804,4804,grassland,9.2,2089,7.15,2014,2014,2014,FALSE
30987,Boeraeve_2021_II,ITS86F/ITS4,4.4395,50.7656,Europe,soil,0,10693,10693,forest,10,808,4.036,2019,2019,2019,FALSE
30988,FelipeLucia_2020_QA,fITS7/ITS4,13.9771,53.0884,Europe,soil,0,41256,41256,grassland,9.1,490,7.295,2011,2011,2011,FALSE
30991,DeBeeck_2015_8CE2,ITS86F/ITS4,5.26389,51.2361,Europe,soil,0,1232,1232,forest,10.3,824,4.8,2009,2009,2009,FALSE
30994,Mikryukov_2021_SP,fITS7/ITS4,59.425,56.801,Asia,deadwood,0,36552,36552,forest,1.7,556,4.675,2017,2017,2017,FALSE
30995,Ramirez_2019_D0B2,fITS9/ITS4,14.0728,46.0147,Europe,soil,0,12643,12643,grassland,9.2,2089,7.27,2014,2014,2014,FALSE
30996,Boeraeve_2021_II,ITS86F/ITS4,4.4037,50.7473,Europe,soil,0,17643,17643,forest,9.9,904,4.144,2019,2019,2019,FALSE
31003,van_der_Wal_2017_3070,fITS9/ITS4,5.63,52.25,Europe,soil,0,6424,6424,forest,9.9,915,4,2012,2012,2012,FALSE
31008,Baldrian_2016_DE02,gITS7/ITS4,14.7087,48.6648,Europe,deadwood,0,7682,7682,forest,6.6,812,4.38,2013,2013,2013,FALSE
31009,Baldrian_2016_DE02,gITS7/ITS4,14.7049,48.6645,Europe,deadwood,0,7949,7949,forest,6.6,784,3.8,2013,2013,2013,FALSE
31011,Merges_2018_DD53,ITS3_KYO2/ITS4_KYO3,9.85386,46.7347,Europe,soil,0,9473,9473,forest,0.8,1044,4.07,2015,2015,2015,FALSE
31012,Grau_2019_B3C6,fITS7/ITS4,0.837269,42.6681,Europe,soil,0,26332,26332,shrubland,4.6,1219,4.74,2013,2013,2013,FALSE
31014,Merges_2018_DD53,ITS3_KYO2/ITS4_KYO3,9.85304,46.7345,Europe,soil,0,29061,29061,forest,0.8,1044,3.65,2015,2015,2015,FALSE
31016,Polackova_2016_KRTINY,gITS7/ITS4,16.7055,49.2694,Europe,soil,0,5060,5060,forest,8.7,585,5.31,2013,2013,2013,FALSE
31017,Nacke_2016_8F49,ITS1F/ITS4,10.2388,51.268,Europe,soil,30,2912,2942,forest,7.5,778,3.8,2012,2012,2012,FALSE
31018,Polackova_2016_KRTINY,gITS7/ITS4,16.6726,49.3033,Europe,soil,0,8973,8973,forest,8.7,552,5.1,2013,2013,2013,FALSE
31020,Lepinay_2021_SO,gITS7/ITS4,16.9436,48.6803,Europe,deadwood,0,6002,6002,forest,10.4,539,5.91,2016,2016,2016,FALSE
31022,FelipeLucia_2020_QA,fITS7/ITS4,10.4862,51.068,Europe,soil,0,22399,22399,grassland,7.9,649,7.095,2011,2011,2011,FALSE
31023,Martinovic_2021_SN,gITS7/ITS4,16.6889,49.2863,Europe,litter,0,8541,8541,forest,8.5,609,5.33,2016,2016,2016,FALSE
31039,Tedersoo_2014_B9DD,ITS3/ITS4,21.936,58.3012,Europe,soil,0,5122,5122,shrubland,7,572,6.89,2013,2013,2013,FALSE
31049,Geml_2014_2936,ITS1F/ITS4,5.26949,53.3983,Europe,soil,964,36820,37784,woodland,10,799,5.78,2010,2010,2010,FALSE
31054,Rincon_2015_E6C1,ITS1F/ITS2,7.12,48.08,Europe,soil,3325,0,3325,forest,7,1197,2.8,2010,2010,2010,FALSE
31056,Ramirez_2019_D0B2,fITS9/ITS4,21.8925,40.9131,Europe,root + rhizosphere soil,0,9439,9439,grassland,7.8,775,7.85,2014,2014,2014,FALSE
31060,Boeraeve_2021_II,ITS86F/ITS4,4.4235,50.7498,Europe,soil,0,10589,10589,forest,9.9,894,4.029,2019,2019,2019,FALSE
31063,van_der_Wal_2017_2D0D,fITS9/ITS4,5.63,52.25,Europe,deadwood,0,8262,8262,forest,9.9,915,4,2015,2015,2015,FALSE
31073,Boeraeve_2019_1AJ,ITS86F/ITS4,4.98599,50.8758,Europe,root,0,21788,21788,forest,10.5,729,3.872,2018,2018,2018,FALSE
31074,Boeraeve_2019_1AJ,ITS86F/ITS4,4.96044,50.8623,Europe,root,0,899,899,forest,10.5,741,4.76,2018,2018,2018,FALSE
31075,Boeraeve_2019_1AJ,ITS86F/ITS4,4.98632,50.8714,Europe,root,0,18091,18091,forest,10.5,734,5.18,2018,2018,2018,FALSE
31076,Boeraeve_2019_1AJ,ITS86F/ITS4,4.99017,50.8724,Europe,root,0,4935,4935,forest,10.5,734,6.163,2018,2018,2018,FALSE
31077,Boeraeve_2019_1AJ,ITS86F/ITS4,4.99013,50.8723,Europe,root,0,5097,5097,forest,10.5,734,5.997,2018,2018,2018,FALSE
31078,Boeraeve_2019_1AJ,ITS86F/ITS4,4.93656,50.8499,Europe,root,0,4951,4951,forest,10.5,731,4.226,2018,2018,2018,FALSE
31080,Ramirez_2019_D0B2,fITS9/ITS4,19.3364,42.6172,Europe,root + rhizosphere soil,0,16788,16788,grassland,8.2,2501,8.28,2014,2014,2014,FALSE
31090,Tedersoo_2016_ISME,ITS3/ITS4,27.3249,57.9557,Europe,soil,0,6069,6069,forest,5.8,629,2.74,2013,2013,2013,FALSE
31091,Tedersoo_2016_ISME,ITS3/ITS4,27.352,57.9389,Europe,soil,0,5678,5678,forest,5.8,619,2.63,2013,2013,2013,FALSE
31099,van_der_Wal_2017_2D0D,fITS9/ITS4,5.63,52.25,Europe,deadwood,0,6756,6756,forest,9.9,915,4,2015,2015,2015,FALSE
31106,Tedersoo_2016_ISME,ITS3/ITS4,27.3107,58.289,Europe,soil,0,5903,5903,forest,5.8,616,4.6,2011,2011,2011,FALSE
31107,Boeraeve_2019_1AJ,ITS86F/ITS4,4.99082,50.8866,Europe,root,0,4821,4821,forest,10.4,739,5.221,2018,2018,2018,FALSE
31110,Ramirez_2019_D0B2,fITS9/ITS4,19.5697,42.9181,Europe,soil,0,5058,5058,grassland,8.4,1368,6.86,2014,2014,2014,FALSE
31114,Froeslev_2019_CA74,gITS7/ITS4,12.539,54.9805,Europe,soil,0,20555,20555,forest,7.9,636,5.68776832,2014,2014,2014,FALSE
31115,Boeraeve_2019_1AJ,ITS86F/ITS4,4.96274,50.8626,Europe,soil,0,9686,9686,forest,10.5,741,3.841,2018,2018,2018,FALSE
31116,Lepinay_2021_SO,gITS7/ITS4,16.9489,48.6762,Europe,deadwood,0,13196,13196,forest,10.4,539,5.91,2016,2016,2016,FALSE
31133,FelipeLucia_2020_QA,fITS7/ITS4,13.8472,52.9831,Europe,soil,0,54416,54416,grassland,8.8,596,5.58,2011,2011,2011,FALSE
31145,Martinovic_2021_SN,gITS7/ITS4,16.6511,49.2654,Europe,soil,0,4495,4495,forest,8.8,515,5.52,2017,2017,2017,FALSE
31146,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,34267,34267,forest,1.6,512,4.825,2017,2017,2017,FALSE
